구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
공중화장실,창성빌딩,"대구광역시 수성구 달구벌대로 3206, (신매동)",대구광역시 수성구 신매동 567-16,N,14,15,2,0,0,0,19,1,0,창성빌딩,053-793-9941,09:00~18:00,Aug-18,35.8398231,128.7073502,2019-09-10
공중화장실,한국광유㈜사월주유소,"대구광역시 수성구 달구벌대로 3300, (신매동)",대구광역시 수성구 신매동 10-13,N,2,2,0,0,0,0,2,0,0,한국광유㈜사월주유소,053-811-7009,06:00~23:00,Jan-95,35.83633813,128.716717,2019-09-10
공중화장실,신매초등학교,"대구광역시 수성구 달구벌대로650길 26, (신매동)",대구광역시 수성구 신매동 583,N,15,45,8,1,0,0,26,9,0,신매초등학교,053-232-4280,09:00~18:00,Oct-93,35.8365523,128.7092701,2019-09-10
공중화장실,사월초등학교,"대구광역시 수성구 달구벌대로656길 46, (신매동)",대구광역시 수성구 신매동 57-1,N,36,49,1,1,5,5,86,1,0,사월초등학교,053-232-5242,08:00~18:00,Jan-18,35.8337544,128.7153269,2019-09-10
공중화장실,시지중학교,"대구광역시 수성구 신매로 66, (신매동)",대구광역시 수성구 신매동 583-1,N,24,47,2,0,0,0,60,1,0,시지중학교,053-790-7790,09:00~18:00,Dec-97,35.83551915,128.7089283,2019-09-10
공중화장실,시지고등학교,"대구광역시 수성구 신매로 6, (신매동)",대구광역시 수성구 신매동 602-1,N,38,47,1,1,0,0,62,1,0,시지고등학교,053-231-4684,09:00~18:00,Oct-99,35.8301023,128.7073858,2019-09-10
공중화장실,욱수초등학교,"대구광역시 수성구 신매로 20, (신매동)",대구광역시 수성구 신매동 602,N,23,58,1,0,0,0,54,1,0,욱수초등학교,053-232-4400,09:00~18:00,Dec-95,35.831085,128.7075177,2019-09-10
공중화장실,천주성삼병원,"대구광역시 수성구 달구벌대로 3190, (신매동)",대구광역시 수성구 신매동 567-9,N,13,16,5,1,0,0,15,5,0,천주성삼병원,053-790-1000,24시간,Jan-18,35.84022496,128.7057158,2019-09-10
공중화장실,대구은행시지점,"대구광역시 수성구 달구벌대로 3196, (신매동)",대구광역시 수성구 신매동 567-10,N,2,3,0,0,0,0,3,0,0,대구은행시지점,053-804-4568,09:00~16:00,Aug-96,35.84013216,128.7061689,2019-09-10
공중화장실,이마트시지점,"대구광역시 수성구 고산로 101, (신매동)",대구광역시 수성구 신매동 566-3,N,6,8,1,0,0,0,7,1,0,이마트시지점,053-718-1100,10:00~24:00,Aug-00,35.8393452,128.7040625,2019-09-10
공중화장실,아레나스포츠센터,"대구광역시 수성구 달구벌대로 3188, (신매동)",대구광역시 수성구 신매동 567,N,34,15,0,0,3,0,21,0,2,아레나스포츠센터,053-792-6000,09:00~18:00,May-98,35.84031802,128.7052185,2019-09-10
공중화장실,덕원중학교,"대구광역시 수성구 욱수길 37, (욱수동)",대구광역시 수성구 욱수동 81,N,19,27,4,3,0,0,22,4,0,덕원중학교,053-232-8553,08:20~16:00,Dec-18,35.8254155,128.7066296,2019-09-10
공중화장실,덕원고등학교,"대구광역시 수성구 욱수길 37, (욱수동)",대구광역시 수성구 욱수동 81,N,33,86,3,0,0,0,72,2,0,덕원고등학교,053-235-5442,09:00~18:00,Feb-18,35.8254155,128.7066296,2019-09-10
개방화장실,대구시시지노인병원,"대구광역시 수성구 유니버시아드로 365, (욱수동)",대구광역시 수성구 욱수동 48-1,N,4,11,3,0,0,0,13,1,0,대구시시지노인병원,053-812-1212,24시간,Jun-18,35.8290908,128.7105071,2019-09-10
공중화장실,근토빌딩,"대구광역시 수성구 고산로 98, (신매동)",대구광역시 수성구 신매동 567-3,N,6,8,2,0,0,0,8,2,0,근토빌딩,053-791-7667,09:00~18:00,Jan-18,35.83943698,128.7048344,2019-09-10
공중화장실,M타워,"대구광역시 수성구 달구벌대로 3210, (신매동)",대구광역시 수성구 신매동 567-17,N,15,16,1,0,0,0,22,1,0,M타워,053-793-1804,09:00~18:00,Jul-18,35.83960963,128.7076586,2019-09-10
공중화장실,노변주유소,"대구광역시 수성구 달구벌대로 3142, (노변동)",대구광역시 수성구 노변동 4,N,1,2,0,0,0,0,2,0,0,노변주유소,053-791-5493,05:30~24:00,Dec-18,35.8414339,128.7004366,2019-09-10
공중화장실,대구자연과학고,"대구광역시 수성구 달구벌대로 3170, (노변동)",대구광역시 수성구 노변동 387,N,44,70,10,0,0,0,55,4,0,대구자연과학고,053-231-8014,09:00~18:00,Dec-79,35.8352656,128.7010066,2019-09-10
공중화장실,노변중학교,"대구광역시 수성구 시지로 66, (노변동)",대구광역시 수성구 노변동 569,N,42,75,0,0,0,0,84,1,0,노변중학교,053-232-8040,09:00~18:00,Feb-18,35.8382794,128.694351,2019-09-10
공중화장실,청림초등학교,"대구광역시 수성구 고산로 51, (노변동)",대구광역시 수성구 노변동 367-2,N,52,68,1,1,2,0,84,0,0,청림초등학교,053-232-5166,09:00~18:00,Sep-18,35.8354899,128.7034979,2019-09-10
공중화장실,청곡종합사회복지관,"대구광역시 수성구 노변공원로 49-1, (노변동)",대구광역시 수성구 노변동 161-4,N,6,7,10,0,0,0,6,5,0,청곡종합사회복지관,053-791-9411,08:30~20:00,May-18,35.83761746,128.6985754,2019-09-10
개방화장실,대구스타디움(주경기장),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,174,543,41,41,0,0,191,36,0,체육시설관리사무소,053-602-2042,09:00~18:00,Jul-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움(보조경기장),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,4,9,1,0,0,0,7,1,0,대구스타디움(보조경기장),053-602-2042,18:00~23:00,Jul-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움(제1주차장),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,3,6,1,1,0,0,5,1,0,대구스타디움(제1주차장),053-602-2042,24시간,Jul-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움(제2주차장),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,3,6,1,1,0,0,5,1,0,대구스타디움(제2주차장),053-602-2042,24시간,Jul-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움(종합안내소),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,3,6,1,1,0,0,5,1,0,대구스탸디움(종합안내소),053-602-2042,24시간,Jul-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움(야외공연장,"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,3,6,1,1,0,0,5,1,0,대구스타디움(야외공연장,053-602-2042,24시간,Jul-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움(수변건물),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,12,13,1,2,0,0,11,1,0,대구스타디움(수변건물),053-602-2042,24시간,Jul-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움 간이화장실(1),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,1,1,1,0,0,0,1,0,0,대구스타디움 간이화장실(1),053-602-2042,24시간,Jan-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움 간이화장실(2),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,1,2,0,0,0,0,2,0,0,대구스타디움 간이화장실(2),053-602-2042,24시간,Jan-18,35.83166106,128.6873219,2019-09-10
개방화장실,대구스타디움 간이화장실(3),"대구광역시 수성구 유니버시아드로 140, (대흥동)",대구광역시 수성구 대흥동 504,N,1,1,0,0,0,0,1,0,0,대구스타디움 간이화장실(3),053-602-2042,24시간,Jan-18,35.83166106,128.6873219,2019-09-10
공중화장실,화남주유소,"대구광역시 수성구 달구벌대로 3063, (시지동)",대구광역시 수성구 시지동 170-5,Y,2,2,0,0,0,0,0,0,0,화남주유소,053-791-8900,06:00~24:00,Oct-92,35.84335144,128.6920084,2019-09-10
공중화장실,노변초등학교,"대구광역시 수성구 노변공원로 52, (시지동)",대구광역시 수성구 시지동 497,N,26,66,2,1,0,0,48,1,0,노변초등학교,053-232-4540,09:00~17:00,Sep-96,35.8376255,128.6975583,2019-09-10
공중화장실,고산초등학교,"대구광역시 수성구 달구벌대로 3067, (시지동)",대구광역시 수성구 시지동 161-1,N,28,88,6,0,0,0,56,3,0,고산초등학교,053-790-9000,09:00~18:00,Jan-77,35.8443168,128.6931514,2019-09-10
공중화장실,고산중학교,"대구광역시 수성구 천을로 71, (시지동)",대구광역시 수성구 시지동 62,N,35,59,4,4,0,0,55,0,0,고산중학교,053-232-7500,08:00~18:00,Apr-18,35.84528653,128.6989991,2019-09-10
공중화장실,파티마여성병원,"대구광역시 수성구 달구벌대로 3119, (시지동)",대구광역시 수성구 시지동 266-8,N,3,0,2,2,0,0,7,0,0,파티마여성병원,053-790-9488,09:00~18:00,Mar-18,35.84283694,128.6983333,2019-09-10
공중화장실,연호주유소,"대구광역시 수성구 달구벌대로 2858, (연호동)",대구광역시 수성구 연호동 73,N,1,1,0,0,0,0,1,0,0,연호주유소,053-791-9211,06:00~23:00,Oct-95,35.84656129,128.6711662,2019-09-10
공중화장실,수성셀프주유소,"대구광역시 수성구 달구벌대로 2938, (연호동)",대구광역시 수성구 연호동 170-2,N,1,1,0,0,0,0,1,0,0,수성셀프주유소,053-247-0051,06:00~23:00,Dec-95,35.84288702,128.6786184,2019-09-10
공중화장실,그린주유소,"대구광역시 수성구 달구벌대로 2899, (연호동)",대구광역시 수성구 연호동 154-94,N,3,1,0,0,0,0,0,0,0,그린주유소,053-792-0891,06:00~23:00,Feb-96,35.8451847,128.6755495,2019-09-10
개방화장실,연호게이트볼장,"대구광역시 수성구 달구벌대로569길 10, (연호동)",대구광역시 수성구 연호동 24,N,1,0,0,0,0,0,1,0,0,연호게이트볼장,053-666-2183,09:00~18:00,Jan-00,35.8475023,128.6721262,2019-09-10
공중화장실,대구매호초등학교,"대구광역시 수성구 달구벌대로647길 30, (매호동)",대구광역시 수성구 매호동 611-1,N,24,78,3,1,0,0,57,5,0,대구매호초등학교,053-790-1906,08:30~16:30,Feb-97,35.84150307,128.7124594,2019-09-10
공중화장실,매호중학교,"대구광역시 수성구 천을로 106, (매호동)",대구광역시 수성구 매호동 1332,N,23,39,4,0,0,0,36,0,0,매호중학교,053-232-7391,09:00~18:00,May-92,35.8439206,128.7022833,2019-09-10
공중화장실,시지초등학교,"대구광역시 수성구 달구벌대로631길 17, (매호동)",대구광역시 수성구 매호동 1332-1,N,25,61,5,5,1,2,59,6,2,시지초등학교,053-232-4312,06:00~19:00,Oct-94,35.8437252,128.7035031,2019-09-10
공중화장실,매동초등학교,"대구광역시 수성구 천을로31길 16, (매호동)",대구광역시 수성구 매호동 1010,N,26,34,1,1,0,0,62,1,0,매동초등학교,053-232-5370,08:30-16:00,Jan-18,35.84503672,128.7092123,2019-09-10
공중화장실,대한주유소,"대구광역시 수성구 달구벌대로 3322, (신매동)",대구광역시 수성구 신매동 10-40,N,1,2,0,0,0,0,1,0,0,대한주유소,053-814-0088,06:00~23:00,Nov-83,35.8359349,128.7190634,2019-09-10
공중화장실,보람365일 할인주유소,"대구광역시 수성구 달구벌대로 3299, (사월동)",대구광역시 수성구 사월동 411-5,Y,1,2,0,0,0,0,0,0,0,보람365일 할인주유소,053-793-9335,24시간,Mar-95,35.83711236,128.7168679,2019-09-10
공중화장실,부강주유소,"대구광역시 수성구 달구벌대로 3297, (사월동)",대구광역시 수성구 사월동 409-1,N,1,2,0,0,0,0,1,0,0,부강주유소,053-815-9040,24시간,Aug-94,35.8372221,128.7166032,2019-09-10
공중화장실,대경주유소,"대구광역시 수성구 달구벌대로 3219, (신매동)",대구광역시 수성구 신매동 365-1,N,2,2,0,0,0,0,1,0,0,대경주유소,053-792-0612,24시간,May-94,35.8399727,128.7087633,2019-09-10
개방화장실,동신주유소,"대구광역시 수성구 청수로 94, (두산동)",대구광역시 수성구 두산동 8,N,1,1,0,0,0,0,0,0,0,동신주유소,053-768-8383,06:00~23:00,Jun-94,35.8399181,128.6184303,2019-09-10
공중화장실,큰믿음주유소,"대구광역시 수성구 지범로 50, (두산동)",대구광역시 수성구 두산동 740-9,N,2,2,0,0,0,0,1,0,0,큰믿음주유소,053-783-6886,06:00~23:00,Dec-94,35.82607536,128.6259486,2019-09-10
공중화장실,두산주유소,"대구광역시 수성구 지범로 43-5, (두산동)",대구광역시 수성구 두산동 739-7,N,1,2,0,0,0,0,1,0,0,두산주유소,053-782-5180,06:00~23:00,Aug-88,35.82691067,128.6265086,2019-09-10
공중화장실,불교한방병원,"대구광역시 수성구 용학로25길 6, (두산동)",대구광역시 수성구 두산동 745-6,N,6,10,0,0,0,0,12,0,0,불교한방병원,053-780-1010,09:00~18:00,Aug-96,35.82399337,128.6242057,2019-09-10
공중화장실,㈜대구방송TBC,"대구광역시 수성구 동대구로 23, (두산동)",대구광역시 수성구 두산동 201-9,N,27,27,1,1,0,0,17,1,0,㈜대구방송TBC,053-760-1893,07:50~18:30,Jun-94,35.83230375,128.6224447,2019-09-10
공중화장실,동대구가스충전소,"대구광역시 수성구 국채보상로 913, (만촌동)",대구광역시 수성구 만촌동 416-8,N,2,2,1,0,0,0,2,1,0,동대구가스충전소,053-756-0401,24시간,Apr-18,35.8671004,128.6304905,2019-09-10
공중화장실,메트로팔레스주유소,"대구광역시 수성구 화랑로 20, (만촌동)",대구광역시 수성구 만촌동 414-18,N,1,1,0,0,0,0,1,0,0,메트로팔레스주유소,053-754-1001,06:00~24:00,Oct-18,35.86819261,128.6314184,2019-09-10
공중화장실,흥구석유(주)만촌주유소,"대구광역시 수성구 화랑로 170, (만촌동)",대구광역시 수성구 만촌동 1331-13,N,2,2,0,0,0,0,2,0,0,흥구석유(주)만촌주유소,053-743-3514,06:00~23:00,Jan-97,35.8757781,128.6444557,2019-09-10
공중화장실,무열로주유소,"대구광역시 수성구 무열로 181, (만촌동)",대구광역시 수성구 만촌동 617-14,N,2,2,0,0,0,0,2,0,0,무열로주유소,053-754-5915,05:00~24:00,Jul-94,35.8740809,128.6461386,2019-09-10
공중화장실,경북광유㈜중앙2주유소,"대구광역시 수성구 화랑로 138, (만촌동)",대구광역시 수성구 만촌동 1330-4,N,3,0,0,0,0,0,2,0,0,경북광유㈜중앙2주유소,053-745-0049,06:00~23:00,Apr-96,35.87410505,128.6416426,2019-09-10
공중화장실,대구동부중학교,"대구광역시 수성구 화랑로32길 74, (만촌동)",대구광역시 수성구 만촌동 645-1,N,31,36,4,4,0,0,53,4,0,대구동부중학교,053-232-7065,09:00~18:00,Dec-80,35.87251398,128.6443175,2019-09-10
공중화장실,중앙초등학교,"대구광역시 수성구 만촌로 125, (만촌동)",대구광역시 수성구 만촌동 1425,N,34,51,4,0,0,0,50,1,0,중앙초등학교,053-232-4905,09:00~18:00,Feb-18,35.8697393,128.6404181,2019-09-10
공중화장실,동문고등학교,"대구광역시 수성구 효행로 17, (만촌동)",대구광역시 수성구 만촌동 80-4,N,27,48,4,0,0,0,52,1,0,동문고등학교,053-231-6200,09:00~18:00,Feb-18,35.8771932,128.6509745,2019-09-10
공중화장실,동원중학교,"대구광역시 수성구 효행로2길 81, (만촌동)",대구광역시 수성구 만촌동 254,N,17,27,0,0,0,0,33,1,0,동원중학교,053-954-3855,09:00~19:00,Dec-84,35.8753021,128.6513212,2019-09-10
공중화장실,동문초등학교,"대구광역시 수성구 효행로2길 111, (만촌동)",대구광역시 수성구 만촌동 262,N,17,23,2,0,0,0,27,1,0,동문초등학교,053-957-0523,09:00~18:00,May-83,35.87485823,128.6521182,2019-09-10
공중화장실,만촌시장,"대구광역시 수성구 무열로29길 24, (만촌동)",대구광역시 수성구 만촌동 640-1,N,2,2,2,0,0,0,3,0,0,만촌시장,053-745-7237,09:00~18:00,Jan-00,35.871827,128.6464214,2019-09-10
개방화장실,만촌자전거경기장,"대구광역시 수성구 팔현길 241, (만촌동)",대구광역시 수성구 만촌동 57,N,6,18,3,3,0,0,11,2,0,만촌자전거경기장,053-955-2006,24시간,Oct-92,35.8732591,128.6577318,2019-09-10
개방화장실,만촌인라인롤러경기장,"대구광역시 수성구 팔현길 241, (만촌동)",대구광역시 수성구 만촌동 57,N,4,5,1,1,0,0,3,1,0,만촌인라인롤러경기장,053-959-9212,09:00~18:00,Jan-92,35.8732591,128.6577318,2019-09-10
공중화장실,동원빌딩,"대구광역시 수성구 화랑로 150, (만촌동)",대구광역시 수성구 만촌동 1331-1,N,8,8,0,0,0,0,8,0,0,동원빌딩,053-744-8804,09:00~18:00,Jan-87,35.874778,128.6425428,2019-09-10
공중화장실,㈜일선 이주빌딩,"대구광역시 수성구 화랑로 68, (만촌동)",대구광역시 수성구 만촌동 1325-60,N,14,20,0,0,0,0,14,0,0,㈜일선 이주빌딩,053-752-0728,09:00~18:00,Jan-18,35.87144748,128.6346225,2019-09-10
공중화장실,지노메디여성병원,"대구광역시 수성구 화랑로 58, (만촌동)",대구광역시 수성구 만촌동 1356-17,N,7,7,1,0,0,0,12,1,0,지노메디여성병원,053-757-2042,09:00~18:00,May-18,35.87081097,128.6339752,2019-09-10
개방화장실,차량등록사업소,"대구광역시 수성구 동원로 84, (만촌동)",대구광역시 수성구 만촌동 1429-9,N,7,9,1,0,0,0,9,0,0,차량등록사업소,053-749-1012,09:00~18:00,Dec-18,35.86663419,128.6397552,2019-09-10
개방화장실,수성도서관,"대구광역시 수성구 만촌로 151, (만촌동)",대구광역시 수성구 만촌동 1417,N,14,25,2,2,1,0,14,2,0,수성도서관,053-231-2500,07:00~22:00,Dec-88,35.87213596,128.6393415,2019-09-10
공중화장실,청기와주유소,"대구광역시 수성구 화랑로 222, (만촌동)",대구광역시 수성구 만촌동 132-3,N,1,3,0,0,0,0,1,0,0,청기와주유소,053-941-4422,06:00~23:00,Mar-95,35.87784868,128.6494252,2019-09-10
공중화장실,이마트만촌점,"대구광역시 수성구 동원로 136, (만촌동)",대구광역시 수성구 만촌동 1356-5,N,17,24,1,0,0,0,34,1,6,이마트만촌점,053-602-1234,09:00~18:00,Feb-18,35.8711227,128.6372145,2019-09-10
공중화장실,담티주유소,"대구광역시 수성구 달구벌대로 2689, (만촌동)",대구광역시 수성구 만촌동 754-4,N,1,2,0,0,0,0,1,0,0,담티주유소,053-745-5189,06:00~23:00,Apr-18,35.85445322,128.6556399,2019-09-10
공중화장실,샛별주유소,"대구광역시 수성구 무열로 73, (만촌동)",대구광역시 수성구 만촌동 994-40,N,1,2,0,0,0,0,1,0,0,샛별주유소,053-742-9666,06:00~23:00,Jan-95,35.86506974,128.6492012,2019-09-10
공중화장실,만촌초등학교,"대구광역시 수성구 국채보상로214길 33, (만촌동)",대구광역시 수성구 만촌동 980,N,12,23,3,0,0,0,25,1,0,만촌초등학교,053-232-2010,09:00~18:00,Apr-79,35.8671161,128.6480386,2019-09-10
공중화장실,동원초등학교,"대구광역시 수성구 국채보상로 1000, (만촌동)",대구광역시 수성구 만촌동 934,N,15,39,3,3,0,0,22,0,0,동원초등학교,053-232-2188,08:30~16:30,Sep-79,35.8652762,128.6400323,2019-09-10
공중화장실,청구시장,"대구광역시 수성구 만촌로 66, (만촌동)",대구광역시 수성구 만촌동 984-1,N,4,4,0,0,0,0,4,0,0,청구시장,053-759-0409,09:00~18:00,Dec-79,35.8650081,128.6443364,2019-09-10
공중화장실,유성빌딩,"대구광역시 수성구 달구벌대로 2619, (만촌동)",대구광역시 수성구 만촌동 927-3,N,14,20,0,0,0,0,14,0,0,유성빌딩,053-759-1151,09:00~18:00,Sep-18,35.85786904,128.6489408,2019-09-10
공중화장실,수성메트로병원,"대구광역시 수성구 무열로 5, (만촌동)",대구광역시 수성구 만촌동 1037-9,N,13,12,5,0,0,0,11,4,0,수성메트로병원,053-740-7100,24시간,Jul-18,35.8594036,128.6460191,2019-09-10
개방화장실,장애인재활센터,"대구광역시 수성구 무열로 85, (만촌동)",대구광역시 수성구 만촌동 978-10,N,1,2,3,0,0,0,3,1,0,장애인재활센터,053-759-0770,09:00~18:00,Dec-18,35.8660048,128.6492063,2019-09-10
공중화장실,에스제이주유소,"대구광역시 수성구 달구벌대로 2650, 7호 (만촌동)",대구광역시 수성구 만촌동 854-4 7호,N,2,2,0,0,0,0,0,0,0,에스제이주유소,053-751-5151,06:00~23:00,May-97,35.85565652,128.6513917,2019-09-10
공중화장실,한국광유㈜ 남부주유소,"대구광역시 수성구 달구벌대로 2626, (만촌동)",대구광역시 수성구 만촌동 853,N,1,2,0,0,0,0,1,0,0,한국광유㈜ 남부주유소,053-754-4451,24시간,Dec-96,35.8567637,128.6495342,2019-09-10
공중화장실,대륜고등학교,"대구광역시 수성구 달구벌대로 2700, (만촌동)",대구광역시 수성구 만촌동 산241,N,85,140,5,3,0,0,4,0,0,대륜고등학교,053-235-4303,09:00~18:00,Dec-88,35.8522319,128.6559927,2019-09-10
공중화장실,대륜중학교,"대구광역시 수성구 달구벌대로 2700, (만촌동)",대구광역시 수성구 만촌동 산241,N,29,52,6,0,0,0,0,2,0,대륜중학교,053-232-8380,09:00~18:00,Dec-88,35.8522319,128.6559927,2019-09-10
공중화장실,오성고등학교,"대구광역시 수성구 달구벌대로522길 78, (만촌동)",대구광역시 수성구 만촌동 1070,N,33,49,1,0,0,0,2,0,0,오성고등학교,053-235-5182,08:00~18:00,Aug-90,35.8540405,128.6449075,2019-09-10
공중화장실,대구혜화여자고등학교,"대구광역시 수성구 교학로12길 62, (만촌동)",대구광역시 수성구 만촌동 1256-26,N,14,28,1,1,0,0,107,0,0,대구혜화여자고등학교,053-749-1213,07:00~23:00,Oct-84,35.8501897,128.6484898,2019-09-10
공중화장실,대청초등학교,"대구광역시 수성구 교학로12길 42, (만촌동)",대구광역시 수성구 만촌동 873,N,30,51,5,1,0,0,49,0,0,대청초등학교,053-232-3506,09:00~18:00,Apr-88,35.8512558,128.6505211,2019-09-10
공중화장실,만촌종합시장,"대구광역시 수성구 교학로2길 23, (만촌동)",대구광역시 수성구 만촌동 858,N,3,3,0,0,0,0,0,0,0,만촌종합시장,053-751-9818,09:00~18:00,Jul-86,35.8548536,128.651529,2019-09-10
공중화장실,오성중학교,"대구광역시 수성구 달구벌대로522길 78, (만촌동)",대구광역시 수성구 만촌동 1070,N,39,51,1,1,0,0,5,1,0,오성중학교,053-232-8710,09:00~18:00,Oct-90,35.8540405,128.6449075,2019-09-10
공중화장실,영남공업고등학교,"대구광역시 수성구 교학로 96, (만촌동)",대구광역시 수성구 만촌동 1160-3,N,50,91,1,1,0,0,42,0,0,영남공업고등학교,053-235-8605,09:00~18:00,Jan-88,35.8485052,128.6478152,2019-09-10
공중화장실,소선여자중학교,"대구광역시 수성구 교학로8길 37, (만촌동)",대구광역시 수성구 만촌동 862-17,N,21,39,2,2,0,0,44,2,0,소선여자중학교,053-232-9501,24시간,Mar-18,35.8528145,128.6498054,2019-09-10
공중화장실,SK제일주유소,"대구광역시 수성구 지범로 199, (범물동)",대구광역시 수성구 범물동 1275-7,N,1,1,0,0,0,0,1,0,0,SK제일주유소,053-781-5611,06:00~23:00,Nov-92,35.8205847,128.641143,2019-09-10
공중화장실,대구범일중학교,"대구광역시 수성구 지범로41길 23, (범물동)",대구광역시 수성구 범물동 1279-2,N,17,35,1,1,0,0,44,0,0,대구범일중학교,053-232-7860,08:20~16:20,Mar-98,35.82112689,128.6447011,2019-09-10
공중화장실,범물초등학교,"대구광역시 수성구 지범로41길 33, (범물동)",대구광역시 수성구 범물동 1279-1,N,25,45,12,1,0,0,51,12,0,범물초등학교,053-232-4049,09:00~18:00,Oct-92,35.8217026,128.6451405,2019-09-10
공중화장실,복명초등학교,"대구광역시 수성구 범안로20길 8, (범물동)",대구광역시 수성구 범물동 1293,N,12,27,4,4,2,2,39,3,2,복명초등학교,053-232-4796,08:30~16:30,Dec-92,35.81762519,128.647218,2019-09-10
공중화장실,동아백화점수성점,"대구광역시 수성구 지범로 191, (범물동)",대구광역시 수성구 범물동 1273,N,18,30,1,0,0,0,53,1,1,동아백화점수성점,053-780-2212,09:30~22:00,Jan-95,35.8211238,128.6404645,2019-09-10
개방화장실,범물종합복지관,"대구광역시 수성구 범안로 81, (범물동, 범물용지4단지)",대구광역시 수성구 범물동 1287 범물용지4단지,N,0,0,4,0,0,0,0,0,0,범물종합복지관,053-781-2000,09:00~18:00,Jul-92,35.8192089,128.6471189,2019-09-10
공중화장실,범물중학교,"대구광역시 수성구 범안로4길 46, (범물동)",대구광역시 수성구 범물동 1366,N,21,52,1,1,0,0,43,0,0,범물중학교,053-782-8434,09:00~18:00,Nov-98,35.8149608,128.6399071,2019-09-10
공중화장실,대구범일초등학교,"대구광역시 수성구 범안로4길 22, (범물동)",대구광역시 수성구 범물동 1364,N,42,94,1,1,0,0,57,1,0,대구범일초등학교,053-232-4173,09:00~18:00,Dec-93,35.8161502,128.639287,2019-09-10
공중화장실,수성대학교,"대구광역시 수성구 달구벌대로528길 15, (만촌동)",대구광역시 수성구 만촌동 산395,N,131,202,11,0,0,0,245,11,0,수성대학교,053-749-7411,08:00~24:00,Mar-99,35.8540385,128.6481314,2019-09-10
공중화장실,청구리빙월드,"대구광역시 수성구 지범로 188, (범물동)",대구광역시 수성구 범물동 1334,N,10,15,0,0,0,0,10,0,0,청구리빙월드,053-782-3239,06:00~19:00,Feb-96,35.82080311,128.6395193,2019-09-10
공중화장실,동원빌딩,"대구광역시 수성구 지범로 192, (범물동)",대구광역시 수성구 범물동 1334-2,N,15,16,1,1,0,0,16,1,0,㈜동원개발,053-781-8993,05:00~24:00,Dec-93,35.82052111,128.6400039,2019-09-10
개방화장실,구민운동장,,대구광역시 수성구 범어동 356,N,4,15,2,0,0,0,7,1,0,구민운동장,053-742-9885,09:00~18:00,Jun-92,35.85025577,128.6298035,2019-09-10
개방화장실,대공원가스,"대구광역시 수성구 동대구로 255, (범어동)",대구광역시 수성구 범어동 775-64,N,3,4,0,0,0,0,1,0,0,대공원가스,053-763-6022,24시간,Aug-82,35.8532855,128.6247251,2019-09-10
공중화장실,동산초등학교,"대구광역시 수성구 동대구로42길 29, (범어동)",대구광역시 수성구 범어동 678-3,N,17,42,5,5,1,0,28,5,1,동산초등학교,053-232-2897,09:00~18:00,May-81,35.84910235,128.6281114,2019-09-10
공중화장실,동도초등학교,"대구광역시 수성구 동대구로57길 8, (범어동)",대구광역시 수성구 범어동 784-2,N,40,70,4,4,0,0,55,1,0,동도초등학교,053-232-0487,09:00~18:00,Apr-43,35.856997,128.6240228,2019-09-10
공중화장실,에이스빌딩,"대구광역시 수성구 명덕로 485, (범어동)",대구광역시 수성구 범어동 776-7,N,11,17,0,0,0,0,12,0,0,에이스빌딩,053-795-1300,09:00~18:00,Mar-97,35.85414661,128.6234572,2019-09-10
개방화장실,범어궁도장,"대구광역시 수성구 동대구로50길 121-17, (범어동)",대구광역시 수성구 범어동 산173,N,1,2,0,0,0,0,1,0,0,범어궁도장,053-752-6904,08:00~19:00,Jun-92,35.8482707,128.6296997,2019-09-10
공중화장실,삼희빌딩,"대구광역시 수성구 달구벌대로 2388, (범어동)",대구광역시 수성구 범어동 559-6,N,32,48,0,0,0,0,32,0,0,삼희빌딩,053-754-7003,09:00~18:00,Nov-91,35.8589055,128.6237711,2019-09-10
